//1.ID	2.Название	3.Икона	4.Модель на земле	5.Модель Ланса	6.Модель Карциза	7.Модель Филлис	8.Модель Ами	Ship Symbol	ship siz number	11.Тип прежмета	obtain prefix rate	set ID	Forging	Level	15.Возможность Чинить	16.Передать(продать)	17.Хранение В банке	18.Возможность выкинуть	19.Возможность Удаления	20.Кол-во в стеке	21.Неизвестно	22.Цена	23.(1-Лан,2-Фил,3-Кар,4-Ами)	24.Уровень Персонажа	25.Класс	Character Nick	Character Reputation	слоты под оружие	item switch location	item obtain into location	determine	Str modulus bonus	Agi modulus bonus	Dex modulus bonus	Con modulus bonus	Spr modulus bonus	Luk modulus bonus	Hit rate modulus bonus	1ўD?ЎТ?aAeIЈgEy?O3E	Min attack modulus bonus	Max Attack modulus bonus	Defense modulus bonus	Max HP modulus bonus	Mxsp modulus bonus	flee modulus bonus	Hit modulus bonus	crt modulus bonus	mf modulus bonus	hrec modulus bonus	srec modulus bonus	mspd modulus bonus	Бонус к силе	Бонус к ловкости	Бонус к точности	Бонус к телосложению	Бонус к духу	Staconstant bonus	Lukconstant bonus	Attack range constant bonus	Бонус к мин.атк(пост.)	Бонус к Макс.атк(пост.)	Защита	Max HP constant bonus	Mxspconstant bonus	fleeconstant bonus	Шанс Урона	Шанс Крит. Удара	mfconstant bonus	Восст. Жизни	Восст. Маны	Скорость передвижения	colconstant bonus	Физ. Споротивление	item left hand exert identifier	Item Energy   Durability	Max instantiation hole value	Ship durability recovered	can contain cannon quantity	ship member count	member label	Cargo Capacity	Fuel consumption	Cannonball Path of Flight speed	ship movement speed	usage effect	display effect	item bind effect	item bind effect dummy	Display item effect (item put at object slot 1 to show effect)	item drop model effect	item usage effect	Description(Item level)	Описание
313	Охотничий камзол	e0113	10110002	0000170002	0	0002020002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	10425	1,3,-2,-2	25	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	10,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,8	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	Скользкий камзол	e0114	10110002	0000180002	0	0002030002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	19925	1,3,-2,-2	35	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	0,0	0,0	14,24	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,10	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	Павлиний камзол	e0117	10110002	0000210002	0	0002060002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	32425	1,3,-2,-2	45	12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	17,27	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,13	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	Камзол вяхиря	e0119	10110002	0000440002	0	0002890002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	47925	1,3,-2,-2	55	12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	0,0	0,0	20,30	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,16	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	Камзол хищника	e0119	10110002	0000450002	0	0002900002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	57050	1,3,-2,-2	60	12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	0,0	0,0	22,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,18	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	Камзол кошмара	e0125	10110002	0	0	0002140002	0	0	0	31	0	0	0	0	1	1	1	1	1	1	1	77050	1,3,-2,-2	70	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Камзол, который носят ассасины
319	Свиток призыва чудовищ	n0347	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	1000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MonsterSummon	0	0	0	0	0	0	Используй, чтобы выманить чудовище
320	Камзол матроса	e0127	10110002	0	0785000000	0002998702	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	0	2,3,-2,-2	0	3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Простой камзол, сшитый из ткани!
321	Священная петля	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	52494	-1,-2,-2,-2	30	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	Пурпурный сундук Ведьмы 70 ур.	n0322	10130015	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	50000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_70FYZWBOX	0	0	0	0	0	0	Чтобы получить Слезу бога, дважды щелкните мышью
323	Доспех из кожи акулы	e0130	10110002	0	0001190002	0002190002	0	0	0	31	0	0	0	0	1	1	1	1	1	1	1	0	2,3,-2,-2	0	3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Доспех из шкуры самого яростного из морских существ
324	Печать Силы	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	1500000	-1,-2,-2,-2	40	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,6	0,0	0,0	2,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	Камзол моряка	e0132	10110002	0	0001210002	0002210002	0	0	0	31	0	0	0	0	1	1	1	1	1	1	1	0	2,3,-2,-2	0	3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Наденьте, чтобы почувствовать себя моряком
326	Флотский камзол	e0133	10110002	0	0001220002	0002220002	0	0	0	31	0	0	0	0	1	1	1	1	1	1	1	0	2,3,-2,-2	0	3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Камзол для сильных моряков
327	Кнопка призрачного волка	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	1500000	-1,-2,-2,-2	40	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,6	0,0	2,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	Кольцо крыла	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	1500000	-1,-2,-2,-2	40	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,2	0,0	6,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	Благословение Единорога	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	1500000	-1,-2,-2,-2	40	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,6	2,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	Горе Ангела	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	1500000	-1,-2,-2,-2	40	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,2	6,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	Куртка капитана	e0138	10110002	0	0001270002	0002270002	0	0	0	31	0	0	0	0	1	1	1	1	1	1	1	0	2,3,-2,-2	0	3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Знак капитана корабля
332	Билет на о. Весны	n0307	10130005	0	0	0	0	0	0	36	0	0	0	0	0	1	1	1	1	99	0	500	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	Jz_Script_cfzs	0	0	0	0	0	0	используется, чтобы вернуться в Весноград
333	Расписка на уникальный самоцвет	n0347	10130005	0	0	0	0	0	0	41	0	0	0	0	0	1	1	1	1	99	0	100	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Используйте для выкупа уникальных камней
334	Громовой молот	r0015	10130005	0	0	0	0	0	0	26	0	0	0	0	0	1	1	1	1	1	1	4000000	-1,-2,-2,-2	50	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	7,8,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,8	0,0	0,0	2,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	Тряпичная рубаха	e0142	10110002	0000310002	0	0002700002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	2050	1,3,-2,-2	10	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	4,14	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,6	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	Крепкий камзол	e0142	10110002	0000310002	0	0002700002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	3925	1,3,-2,-2	15	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	120,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	6,16	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,8	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	Камзол мореплавателя	e0145	10110002	0000340002	0	0002730002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	10425	1,3,-2,-2	25	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	170,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	10,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,12	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	Камзол искателя приключений	e0145	10110002	0000340002	0	0002730002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	7050	1,3,-2,-2	20	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	140,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	8,18	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,10	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Камзол кормчего	e0147	10110002	0000360002	0	0002750002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	19925	1,3,-2,-2	35	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	210,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	0,0	0,0	14,26	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,16	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	Камзол гребца	e0147	10110002	0000360002	0	0002750002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	15050	1,3,-2,-2	30	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	190,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	0,0	0,0	12,24	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,14	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	Палубный камзол	e0148	10110002	0000370002	0	0002760002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	26050	1,3,-2,-2	40	16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	230,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	16,28	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,18	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	Камзол мачтенного	e0148	10110002	0000370002	0	0002760002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	32425	1,3,-2,-2	45	16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,1	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	17,29	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	Камзол урагана	e0152	10110002	0000460002	0	0002850002	0	0	0	22	0	0	0	0	1	1	1	1	1	1	1	47925	1,3,-2,-2	55	16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	2,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	44,1	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	0,0	0,0	20,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	22,24	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
